Field,Dataset,Product,Obj__Id,Time,Duration_s,Area_Count,Elevation_,Swth_Wdth_,Y_Offset_f,Yld_Mass_W,Yld_Vol_Dr,Moisture__,Pass_Num,Track_deg_,Distance_f,Crop_Flw_M,Crop_Flw_V,Yld_Mass_D,Yld_Vol_We,Speed_mph_,Prod_ac_h_,Date,geometry,CRS
FENDT,L15: (ISO_ADAPT),NO Product,896.0,2024-10-07,0.999,On,3151.9652,40.0,0.0,2366.9607,45.1323,6.4,8.0,0.3433,3.7551,8.1699,565.6104,2366.9607,45.5185,2.5629,12.426,2024-10-07,POINT (-114.2601084 51.8881837),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,897.0,2024-10-07,0.918,On,3151.9685,40.0,0.0,2282.7386,43.5246,6.4,8.0,0.0,3.3905,7.7418,535.9734,2282.7386,43.8988,2.5182,12.2093,2024-10-07,POINT (-114.2601084 51.888193),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,898.0,2024-10-07,1.111,On,3151.9587,40.0,0.0,2282.7386,43.5246,6.4,8.0,0.0,4.1561,7.8414,542.8674,2282.7386,43.8988,2.5506,12.3663,2024-10-07,POINT (-114.2601084 51.8882044),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,899.0,2024-10-07,1.108,On,3151.9423,40.0,0.0,2148.1975,40.9981,6.4,8.0,0.3102,4.1561,7.3993,512.2624,2148.1975,41.3115,2.5575,12.4,2024-10-07,POINT (-114.2601083 51.8882158),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,900.0,2024-10-07,0.905,On,3151.9455,40.0,0.0,2148.1975,40.9981,6.4,8.0,0.0,3.354,7.3107,506.1279,2148.1975,41.3115,2.5269,12.2515,2024-10-07,POINT (-114.2601083 51.888225),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,901.0,2024-10-07,1.012,On,3151.9619,40.0,0.0,2327.5479,44.4326,6.4,8.0,0.0,4.1561,8.7775,607.6728,2327.5479,44.7605,2.8001,13.5761,2024-10-07,POINT (-114.2601083 51.8882364),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,902.0,2024-10-07,0.8,On,3151.998,40.0,0.0,2370.0833,45.2472,6.4,8.0,0.0,2.9894,8.1327,563.0336,2370.0833,45.5785,2.5478,12.353,2024-10-07,POINT (-114.2601083 51.8882446),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,903.0,2024-10-07,1.118,On,3152.0341,40.0,0.0,2047.8269,39.0458,6.4,8.0,0.3102,4.1561,6.9905,483.96,2047.8269,39.3813,2.5346,12.2891,2024-10-07,POINT (-114.26010819999999 51.888256),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,904.0,2024-10-07,1.003,On,3152.0636,40.0,0.0,2047.8269,39.0458,6.4,8.0,0.0,3.755,7.0401,487.3897,2047.8269,39.3813,2.5526,12.3762,2024-10-07,POINT (-114.26010819999999 51.8882663),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,905.0,2024-10-07,1.013,On,3152.0801,40.0,0.0,2048.2597,39.0458,6.4,8.0,0.0,3.755,6.972,482.6803,2048.2597,39.3896,2.5274,12.254,2024-10-07,POINT (-114.26010819999999 51.8882766),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,906.0,2024-10-07,0.495,On,3152.0801,40.0,0.0,2048.4515,39.0458,6.4,8.0,359.32,1.8959,7.2045,498.771,2048.4515,39.3933,2.6114,12.6613,2024-10-07,POINT (-114.2601083 51.888281799999994),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,907.0,2024-10-07,1.311,On,3152.1358,40.0,0.0,2206.9031,42.1465,6.4,8.0,0.0,4.8487,7.4951,518.8944,2206.9031,42.4404,2.5217,12.2264,2024-10-07,POINT (-114.2601083 51.8882951),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,908.0,2024-10-07,1.213,On,3152.1719,40.0,0.0,2206.9031,42.1465,6.4,8.0,359.4297,4.5209,7.5529,522.8926,2206.9031,42.4404,2.5411,12.3206,2024-10-07,POINT (-114.2601085 51.888307499999996),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,909.0,2024-10-07,0.998,On,3152.2178,40.0,0.0,2048.4515,39.0458,6.5,8.0,359.6533,3.7187,7.0089,485.2327,2048.4515,39.3933,2.5405,12.3176,2024-10-07,POINT (-114.2601086 51.888317699999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,910.0,2024-10-07,1.211,On,3152.2736,40.0,0.0,2048.4515,39.0458,6.5,8.0,0.0,4.8852,7.5881,525.3311,2048.4515,39.3933,2.7505,13.3355,2024-10-07,POINT (-114.2601086 51.888331099999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,911.0,2024-10-07,1.009,On,3152.3327,40.0,0.0,1743.7711,33.3037,6.6,8.0,0.0,3.7186,5.9013,408.5501,1743.7711,33.5341,2.5128,12.1831,2024-10-07,POINT (-114.2601086 51.8883413),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,912.0,2024-10-07,1.016,On,3152.3885,40.0,0.0,1816.7659,34.6999,6.6,8.0,0.3467,3.7187,6.1061,422.7272,1816.7659,34.9378,2.4955,12.0994,2024-10-07,POINT (-114.2601085 51.8883515),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,913.0,2024-10-07,0.998,On,3152.4311,40.0,0.0,2128.0342,40.6535,6.6,8.0,0.0,3.755,7.3525,509.0168,2128.0342,40.9237,2.5654,12.4382,2024-10-07,POINT (-114.2601085 51.8883618),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,914.0,2024-10-07,1.013,On,3152.4836,40.0,0.0,2121.4279,40.5207,6.6289,8.0,0.0,3.755,7.2211,499.9227,2121.4279,40.7967,2.5274,12.254,2024-10-07,POINT (-114.2601085 51.8883721),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,915.0,2024-10-07,1.022,On,3152.5295,40.0,0.0,2105.1943,40.1942,6.7,8.0,0.3433,3.7551,7.1029,491.7373,2105.1943,40.4845,2.5052,12.1463,2024-10-07,POINT (-114.2601084 51.8883824),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,916.0,2024-10-07,1.092,On,3152.5722,40.0,0.0,2103.856,40.1737,6.7357,8.0,0.0,4.1196,7.2882,504.5667,2103.856,40.4588,2.5722,12.4711,2024-10-07,POINT (-114.2601084 51.888393699999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,917.0,2024-10-07,0.824,On,3152.6115,40.0,0.0,2097.6999,40.0793,6.9,8.0,0.0,3.0259,7.0736,489.7124,2097.6999,40.3404,2.5038,12.1395,2024-10-07,POINT (-114.2601084 51.888402),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,918.0,2024-10-07,0.906,On,3152.6706,40.0,0.0,2069.9618,39.5537,6.9,8.0,0.0,3.3176,6.9602,481.8616,2069.9618,39.807,2.4967,12.105,2024-10-07,POINT (-114.2601084 51.8884111),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,919.0,2024-10-07,1.197,On,3152.7001,40.0,0.0,2018.9202,38.5864,6.9,8.0,0.0,4.5206,7.0016,484.7229,2018.9202,38.8254,2.575,12.4847,2024-10-07,POINT (-114.2601084 51.888423499999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,920.0,2024-10-07,1.024,On,3152.7297,40.0,0.0,2018.9202,38.5864,6.9,8.0,0.0,4.1196,7.4584,516.3503,2018.9202,38.8254,2.743,13.2993,2024-10-07,POINT (-114.2601084 51.8884348),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,921.0,2024-10-07,0.807,On,3152.7461,40.0,0.0,2073.2541,39.62,7.0,8.0,0.0,2.9894,7.0525,488.2471,2073.2541,39.8703,2.5257,12.2459,2024-10-07,POINT (-114.2601084 51.888442999999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,922.0,2024-10-07,0.997,On,3152.7592,40.0,0.0,2073.2541,39.62,7.0,8.0,0.3433,3.7551,7.1705,496.4199,2073.2541,39.8703,2.568,12.4509,2024-10-07,POINT (-114.2601083 51.888453299999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,923.0,2024-10-07,0.803,On,3152.8018,40.0,0.0,2083.2466,39.7348,7.0,8.0,0.0,2.953,7.0349,487.0314,2083.2466,40.0624,2.5074,12.1568,2024-10-07,POINT (-114.2601083 51.8884614),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,924.0,2024-10-07,1.115,On,3152.8346,40.0,0.0,2083.2466,39.7348,7.0,8.0,0.0,4.1196,7.0679,489.3179,2083.2466,40.0624,2.5191,12.2139,2024-10-07,POINT (-114.2601083 51.888472699999994),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,925.0,2024-10-07,1.002,On,3152.8182,40.0,0.0,2019.8307,38.5297,6.8601,8.0,0.0,3.755,6.9508,481.2063,2019.8307,38.8429,2.5551,12.3885,2024-10-07,POINT (-114.2601083 51.888483),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,926.0,2024-10-07,1.221,On,3152.8084,40.0,0.0,1992.6008,38.0122,6.8,8.0,0.0,4.5206,6.7744,469.0003,1992.6008,38.3192,2.5244,12.2393,2024-10-07,POINT (-114.2601083 51.8884954),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,927.0,2024-10-07,0.707,On,3152.7986,40.0,0.0,2141.7275,40.8472,6.4815,8.0,0.0,2.6249,7.3017,505.5034,2141.7275,41.1871,2.5314,12.2734,2024-10-07,POINT (-114.2601083 51.888502599999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,928.0,2024-10-07,0.997,On,3152.8051,40.0,0.0,2179.87,41.5723,6.4,8.0,359.6567,3.7551,7.5392,521.948,2179.87,41.9206,2.568,12.4509,2024-10-07,POINT (-114.2601084 51.888512899999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,929.0,2024-10-07,1.015,On,3152.8117,40.0,0.0,2002.504,38.2419,6.3,8.0,0.0,4.1196,7.4633,516.693,2002.504,38.5097,2.7673,13.4172,2024-10-07,POINT (-114.2601084 51.8885242),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,930.0,2024-10-07,0.801,On,3152.8314,40.0,0.0,2002.504,38.2419,6.3,8.0,359.574,3.026,6.9467,480.9255,2002.504,38.5097,2.5757,12.4884,2024-10-07,POINT (-114.2601085 51.8885325),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,931.0,2024-10-07,1.215,On,3152.8215,40.0,0.0,2101.6255,40.0793,6.3,8.0,0.0,4.5206,7.1804,497.1043,2101.6255,40.4159,2.5368,12.2997,2024-10-07,POINT (-114.2601085 51.8885449),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,932.0,2024-10-07,1.109,On,3152.8215,40.0,0.0,2096.3191,39.9789,6.3,8.0,0.0,4.1561,7.214,499.4333,2096.3191,40.3138,2.5552,12.3886,2024-10-07,POINT (-114.2601085 51.8885563),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,933.0,2024-10-07,1.135,On,3152.8379,40.0,0.0,2071.2913,39.5051,6.3,8.0,0.3433,3.7551,6.2927,435.6494,2071.2913,39.8325,2.2558,10.937,2024-10-07,POINT (-114.2601084 51.8885666),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,934.0,2024-10-07,1.082,On,3152.8215,40.0,0.0,2040.6941,38.9129,6.2713,8.0,0.0,4.5206,7.8292,542.0248,2040.6941,39.2441,2.8487,13.8116,2024-10-07,POINT (-114.2601084 51.888579),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,935.0,2024-10-07,1.201,On,3152.815,40.0,0.0,1964.4971,37.438,6.2,8.0,359.7148,4.5207,6.7902,470.0913,1964.4971,37.7788,2.5664,12.4433,2024-10-07,POINT (-114.2601085 51.888591399999996),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,936.0,2024-10-07,1.427,On,3152.7822,40.0,0.0,1908.976,36.4023,6.2,8.0,0.2456,5.2498,6.449,446.4674,1908.976,36.7111,2.5084,12.1617,2024-10-07,POINT (-114.2601084 51.8886058),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,937.0,2024-10-07,0.897,On,3152.7461,40.0,0.0,1829.0637,34.9115,6.2,8.0,0.0,3.4269,6.4167,444.2332,1829.0637,35.1743,2.6048,12.6295,2024-10-07,POINT (-114.2601084 51.8886152),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,938.0,2024-10-07,1.213,On,3152.71,40.0,0.0,1767.4387,33.6982,6.2,8.0,0.0,4.9217,6.5851,455.8943,1767.4387,33.9892,2.7664,13.4129,2024-10-07,POINT (-114.2601084 51.8886287),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,939.0,2024-10-07,1.014,On,3152.664,40.0,0.0,1735.7414,33.0741,6.2,8.0,0.0,3.7915,5.9598,412.5981,1735.7414,33.3796,2.5494,12.3608,2024-10-07,POINT (-114.2601084 51.8886391),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,940.0,2024-10-07,0.802,On,3152.6312,40.0,0.0,1719.9335,32.7734,6.2,8.0,0.0,2.9894,5.8871,407.566,1719.9335,33.0756,2.5415,12.3222,2024-10-07,POINT (-114.2601084 51.888647299999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,941.0,2024-10-07,1.21,On,3152.6247,40.0,0.0,1684.2421,32.1097,6.2,8.0,0.0,4.4842,5.7315,396.7995,1684.2421,32.3893,2.5268,12.251,2024-10-07,POINT (-114.2601084 51.8886596),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,942.0,2024-10-07,1.31,On,3152.6247,40.0,0.0,1587.7283,30.3179,6.2,8.0,0.0,4.8852,5.437,376.406,1587.7283,30.5332,2.5426,12.3277,2024-10-07,POINT (-114.2601084 51.888673),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,943.0,2024-10-07,1.111,On,3152.6181,40.0,0.0,1693.3547,32.3387,6.1296,8.0,0.3157,4.0832,5.7149,395.6447,1693.3547,32.5645,2.5059,12.1496,2024-10-07,POINT (-114.2601083 51.8886842),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,944.0,2024-10-07,1.0,On,3152.6181,40.0,0.0,1737.7934,33.1889,6.1,8.0,0.0,3.7186,5.934,410.8139,1737.7934,33.4191,2.5354,12.2928,2024-10-07,POINT (-114.2601083 51.8886944),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,945.0,2024-10-07,1.014,On,3152.6411,40.0,0.0,1723.6918,32.9234,6.1,8.0,0.0,3.755,5.8615,405.7941,1723.6918,33.1479,2.5249,12.2419,2024-10-07,POINT (-114.2601083 51.8887047),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,946.0,2024-10-07,0.702,On,3152.687,40.0,0.0,1688.9911,32.2702,6.1,8.0,0.0,2.9894,6.6047,457.247,1688.9911,32.4806,2.9035,14.0775,2024-10-07,POINT (-114.2601083 51.888712899999994),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,947.0,2024-10-07,1.118,On,3152.7001,40.0,0.0,1688.9911,32.2702,6.1,8.0,0.0,4.1196,5.7149,395.6497,1688.9911,32.4806,2.5124,12.1811,2024-10-07,POINT (-114.2601083 51.8887242),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,948.0,2024-10-07,0.9,On,3152.7001,40.0,0.0,1623.148,31.0069,6.1,8.0,359.6198,3.3905,5.6151,388.7361,1623.148,31.2144,2.5686,12.4538,2024-10-07,POINT (-114.2601084 51.8887335),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,949.0,2024-10-07,0.82,On,3152.7001,40.0,0.0,1623.148,31.0069,6.1,8.0,0.0,3.0259,5.5001,380.7756,1623.148,31.2144,2.516,12.1987,2024-10-07,POINT (-114.2601084 51.8887418),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,950.0,2024-10-07,1.093,On,3152.7133,40.0,0.0,1463.0012,27.9062,6.2,8.0,0.0,4.0831,5.0187,347.4476,1463.0012,28.1346,2.5471,12.3495,2024-10-07,POINT (-114.2601084 51.888752999999994),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,951.0,2024-10-07,0.822,On,3152.7264,40.0,0.0,1463.0012,27.9062,6.2,8.0,0.0,2.9894,4.8858,338.2467,1463.0012,28.1346,2.4796,12.0224,2024-10-07,POINT (-114.2601084 51.8887612),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,952.0,2024-10-07,1.212,On,3152.7395,40.0,0.0,1552.9332,29.6289,6.2,8.0,359.7148,4.5207,5.3189,368.2341,1552.9332,29.8641,2.5431,12.3303,2024-10-07,POINT (-114.2601085 51.8887736),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,953.0,2024-10-07,1.396,On,3152.7723,40.0,0.0,1612.2879,30.7811,6.1564,8.0,0.0,5.2862,5.6063,388.1253,1612.2879,31.0055,2.5818,12.5179,2024-10-07,POINT (-114.2601085 51.8887881),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,954.0,2024-10-07,0.908,On,3152.7723,40.0,0.0,1688.9911,32.2702,6.1,8.0,0.0,3.354,5.729,396.6214,1688.9911,32.4806,2.5185,12.211,2024-10-07,POINT (-114.2601085 51.8887973),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,955.0,2024-10-07,0.989,On,3152.769,40.0,0.0,1689.3071,32.2761,6.1,8.0,0.0,3.3905,5.3179,368.1647,1689.3071,32.4867,2.3374,11.3328,2024-10-07,POINT (-114.2601085 51.888806599999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,956.0,2024-10-07,1.244,On,3152.7756,40.0,0.0,1793.198,34.2225,6.1,8.0,0.2439,5.2863,6.9973,484.4251,1793.198,34.4846,2.8973,14.0476,2024-10-07,POINT (-114.2601084 51.888821099999994),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,957.0,2024-10-07,0.994,On,3152.7887,40.0,0.0,1799.2009,34.3038,6.1708,8.0,0.0,3.755,6.2413,432.0931,1799.2009,34.6,2.5757,12.4882,2024-10-07,POINT (-114.2601084 51.8888314),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,958.0,2024-10-07,1.113,On,3152.7986,40.0,0.0,1801.6737,34.3373,6.2,8.0,0.3129,4.1197,6.1237,423.9481,1801.6737,34.6476,2.5237,12.236,2024-10-07,POINT (-114.2601083 51.8888427),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,959.0,2024-10-07,0.901,On,3152.8084,40.0,0.0,1779.9282,33.9896,6.2,8.0,0.0,3.3905,6.1505,425.8018,1779.9282,34.2294,2.5657,12.4397,2024-10-07,POINT (-114.2601083 51.888852),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,960.0,2024-10-07,1.112,On,3152.8314,40.0,0.0,1772.9454,33.8779,6.2,8.0,0.0,4.1196,6.0314,417.5571,1772.9454,34.0951,2.5259,12.2468,2024-10-07,POINT (-114.2601083 51.8888633),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,961.0,2024-10-07,0.802,On,3152.8707,40.0,0.0,1687.1205,32.2265,6.2,8.0,359.5688,2.9895,5.7749,399.8018,1687.1205,32.4446,2.5415,12.3226,2024-10-07,POINT (-114.2601084 51.8888715),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,962.0,2024-10-07,0.84,On,3152.8707,40.0,0.0,1659.549,31.696,6.2,8.0,0.0,2.6613,4.8282,334.257,1659.549,31.9144,2.1602,10.4735,2024-10-07,POINT (-114.2601084 51.8888788),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,963.0,2024-10-07,0.886,On,3152.8871,40.0,0.0,1670.3352,31.8992,6.1889,8.0,0.0,3.755,6.5006,450.0429,1670.3352,32.1218,2.8897,14.0105,2024-10-07,POINT (-114.2601084 51.8888891),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,964.0,2024-10-07,0.898,On,3152.897,40.0,0.0,1757.0646,33.5334,6.1,8.0,0.0,3.3905,6.0917,421.7365,1757.0646,33.7897,2.5743,12.4812,2024-10-07,POINT (-114.2601084 51.888898399999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,965.0,2024-10-07,1.037,On,3152.9068,40.0,0.0,1757.0646,33.5334,6.1,8.0,359.6871,4.1197,6.4098,443.7524,1757.0646,33.7897,2.7086,13.1328,2024-10-07,POINT (-114.2601085 51.8889097),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,966.0,2024-10-07,0.777,On,3152.9528,40.0,0.0,1734.1355,33.0741,6.1,8.0,0.0,2.953,6.0519,418.9805,1734.1355,33.3488,2.5913,12.5636,2024-10-07,POINT (-114.2601085 51.888917799999994),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,967.0,2024-10-07,1.116,On,3152.9987,40.0,0.0,1735.1538,33.0939,6.1173,8.0,0.0,4.1561,5.9337,410.7953,1735.1538,33.3683,2.5391,12.3109,2024-10-07,POINT (-114.2601085 51.8889292),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,968.0,2024-10-07,1.209,On,3153.0446,40.0,0.0,1740.0239,33.1889,6.2,8.0,0.2899,4.4478,5.8782,406.9501,1740.0239,33.462,2.5083,12.1616,2024-10-07,POINT (-114.2601084 51.8889414),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,969.0,2024-10-07,1.012,On,3153.0971,40.0,0.0,1791.8569,34.166,6.2,8.0,0.3433,3.7551,6.1054,422.6829,1791.8569,34.4588,2.5299,12.2663,2024-10-07,POINT (-114.2601083 51.8889517),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,970.0,2024-10-07,1.097,On,3153.1463,40.0,0.0,1867.9629,35.6006,6.2,8.0,0.0,4.1925,6.5555,453.8437,1867.9629,35.9224,2.6058,12.634,2024-10-07,POINT (-114.2601083 51.8889632),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,971.0,2024-10-07,1.012,On,3153.1988,40.0,0.0,1851.2911,35.285,6.2305,8.0,0.0,3.6821,6.1853,428.2155,1851.2911,35.6018,2.4808,12.0279,2024-10-07,POINT (-114.2601083 51.888973299999996),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,972.0,2024-10-07,1.406,On,3153.2513,40.0,0.0,1813.3613,34.567,6.3,8.0,359.7527,5.2134,6.1743,427.4506,1813.3613,34.8723,2.5281,12.2576,2024-10-07,POINT (-114.2601084 51.8889876),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,973.0,2024-10-07,1.017,On,3153.294,40.0,0.0,1862.8775,35.6006,6.2,8.0,0.0,3.7186,6.2548,433.0224,1862.8775,35.8246,2.493,12.0873,2024-10-07,POINT (-114.2601084 51.8889978),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,974.0,2024-10-07,1.199,On,3153.3169,40.0,0.0,1862.8775,35.6006,6.2,8.0,0.2659,4.8488,6.9178,478.9258,1862.8775,35.8246,2.7573,13.3686,2024-10-07,POINT (-114.2601083 51.8890111),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,975.0,2024-10-07,0.122,On,3153.3169,40.0,0.0,1862.8775,35.6006,6.2,8.0,0.0,0.3646,5.1118,353.8924,1862.8775,35.8246,2.0374,9.8785,2024-10-07,POINT (-114.2601083 51.889012099999995),EPSG:4326
FENDT,L15: (ISO_ADAPT),NO Product,976.0,2024-10-07,0.484,On,3153.3169,40.0,0.0,1869.5659,35.6921,6.2,8.0,0.0,1.8957,6.7243,465.5277,1869.5659,35.9532,2.6706,12.9482,2024-10-07,POINT (-114.2601083 51.8890173),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,1.0,2024-10-07,0.72,On,3152.7428,40.0,0.0,217.4447,4.1642,1.1,1.0,0.0,2.6613,0.7381,51.0959,217.4447,4.1816,2.5202,12.2191,2024-10-07,POINT (-114.2599303 51.884290899999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,2.0,2024-10-07,1.203,On,3152.7231,40.0,0.0,731.5898,14.0105,1.1,1.0,0.2875,4.4842,2.5041,173.3642,731.5898,14.069,2.5415,12.3224,2024-10-07,POINT (-114.2599302 51.8843032),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,3.0,2024-10-07,1.099,On,3152.7165,40.0,0.0,1211.3389,23.1225,1.1,1.0,0.0,4.1196,4.1696,288.6644,1211.3389,23.295,2.5558,12.3917,2024-10-07,POINT (-114.2599302 51.884314499999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,4.0,2024-10-07,1.016,On,3152.7198,40.0,0.0,1390.6452,26.5282,1.1,1.0,0.0,3.7186,4.6738,323.571,1390.6452,26.7432,2.4955,12.0992,2024-10-07,POINT (-114.2599302 51.8843247),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,5.0,2024-10-07,0.806,On,3152.7428,40.0,0.0,1343.0881,25.6345,1.1,1.0,0.0,2.953,4.5186,312.8249,1343.0881,25.8286,2.498,12.1116,2024-10-07,POINT (-114.2599302 51.884332799999996),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,6.0,2024-10-07,1.416,On,3152.7723,40.0,0.0,1292.8619,24.6907,1.1,1.0,0.4946,5.2135,4.3711,302.6132,1292.8619,24.8627,2.5104,12.1714,2024-10-07,POINT (-114.25993 51.8843471),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,7.0,2024-10-07,0.609,On,3152.7789,40.0,0.0,1340.6372,25.5845,1.1,1.0,0.0,2.5884,5.2324,362.2423,1340.6372,25.7815,2.8979,14.0505,2024-10-07,POINT (-114.25993 51.8843542),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,8.0,2024-10-07,1.091,On,3152.7953,40.0,0.0,1384.9352,26.4133,1.1,1.0,0.0,4.1196,4.8021,332.4528,1384.9352,26.6334,2.5745,12.4826,2024-10-07,POINT (-114.25993 51.884365499999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,9.0,2024-10-07,0.811,On,3152.8281,40.0,0.0,1422.5905,27.1284,1.1,1.0,359.5579,2.9166,4.698,325.2436,1422.5905,27.3575,2.452,11.8886,2024-10-07,POINT (-114.25993009999999 51.884373499999995),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,10.0,2024-10-07,1.209,On,3152.8379,40.0,0.0,1687.2959,32.1553,1.1,1.0,0.0,4.4842,5.7467,397.8477,1687.2959,32.448,2.5289,12.2611,2024-10-07,POINT (-114.25993009999999 51.8843858),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,11.0,2024-10-07,1.009,On,3152.8609,40.0,0.0,1750.2457,33.3528,1.1,1.0,0.0,3.6821,5.8651,406.0468,1750.2457,33.6586,2.4881,12.0637,2024-10-07,POINT (-114.25993009999999 51.884395899999994),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,12.0,2024-10-07,1.025,On,3152.8675,40.0,0.0,1814.0751,34.567,1.1,1.0,0.3434,3.7551,6.1027,422.4966,1814.0751,34.8861,2.4979,12.1108,2024-10-07,POINT (-114.25993 51.8844062),EPSG:4326
FENDT,L17: (ISO_ADAPT),NO Product,13.0,2024-10-07,1.392,On,3152.897,40.0,0.0,1752.3937,33.4366,1.1,1.0,359.7509,5.1769,5.9846,414.316,1752.3937,33.6999,2.5357,12.2943,2024-10-07,POINT (-114.25993009999999 51.884420399999996),EPSG:4326
